oid,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
4559,Yibei Yousong,Berthiaume,1989,Prague,Forward,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4560,Gesine Tilmann,Cagman,1996,Corpus,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
4561,Luitpold Avra,Guyton,1981,Des,Goalkeeper,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4562,Rahim Barton,Kawakami,1993,Billings,Defender,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
4563,Kamal Carolyn,Kontos,1981,Green,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
4564,Lode Anamaria,Ruocco,1980,Fresno,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
4565,Renganathan Sihai,Godo,1989,Baton,Defender,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
4566,Ryoichi Ilan,Togni,1992,Vienna,Midfield,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
4567,Ramakant Elgin,Schachter,1990,Sun,Midfield,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
4568,Sangjin Martin,Sezan,1985,Lisbon,Defender,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
4569,Chase Jed,Pascual,1984,Caracas,Midfield,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
4570,Petru Bapiraju,Harbison,1984,Lome,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
4571,Nicol Kathrin,Badache,1994,Key,Forward,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4572,Steinar Sathis,Brugnano,1987,Tokyo,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
4573,Dhabaleswar Atilio,Rahmat,1988,Newark,Midfield,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
4574,Abhaya Win,Senator,1978,El,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
4575,Yibei Yousong,Berthiaume,1989,Prague,Forward,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4576,Afke Vlad,Tischendorf,1997,Worcester,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
4577,Abdalla Susannne,Hoare,1982,Gulfport,Defender,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
4578,Karan Spyridon,Heiserman,1986,Vancouver,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
4579,Pitro Melek,Poulin,1975,Buffalo,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
4580,Rastislav Stevo,Bellosta,1976,Cozumel,Forward,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
4581,Elenora Noriyuki,Gawlick,1988,Orange,Goalkeeper,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
4582,Gongzhu Youngmok,Kubicar,1979,Warsaw,Midfield,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
4583,Anke Ute,Weener,1995,Kiev,Defender,Juventus,Salvador,BMO Field,2012,IlYoung Giese
4584,Dongmyun Samuel,Corvi,1991,Portland,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
4585,Nicol Kathrin,Badache,1994,Key,Forward,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4586,Woei Dongmo,Ogawa,1988,Aguascalientes,Defender,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
4587,Fuyau Boo,Grillner,1987,Pocatello,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
4588,Baoling Takehiro,Astor,1977,Gulfport,Defender,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
4589,Yookun Apostol,Benn,1984,Los,Midfield,Aalborg Boldspilklub,London,Anfield,2014,Rosangela Ketz
4590,Abdalla Susannne,Hoare,1982,Gulfport,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4591,Gernod Sowmitri,Harloff,1991,Monterrey,Forward,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
4592,Behcet Liu,Tomii,1991,Myrtle,Defender,P.a.o.k Fc,Munich,Allianz Arena Olympic Stadium Munich,2012,Sreenivas Wohr
4593,Osmar Norton,Gove,1975,Paris,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
4594,Fuyau Boo,Grillner,1987,Pocatello,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
4595,Setsuo Gay,Preas,1980,South,Goalkeeper,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
4596,Rudie Subbu,Hermanns,1992,Sao,Midfield,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4597,Errol Cetin,Fabrizio,1978,Shreveport,Midfield,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
4598,Chitresh Harlan,Babb,1991,Copenhagen,Defender,FC Nordsjelland,Moscow,Estadio da Luz,2011,Cees Gunal
4599,Vijay Ravindranath,Codenie,1985,Montreal,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
4600,Hiroyuke Hagbal,Ro;dl,1992,Montgomery,Goalkeeper,Royal Antwerp F.C.,Salvador,BMO Field,2011,Rashi Papadourakis
4601,Shigeo Jitender,Ruckebusch,1997,Gainesville,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
4602,Noe Aurelie,Konikowska,1976,Jacksonville,Defender,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
4603,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2013,Soung Alt
4604,Kazumiti Pin,Ziavras,1980,Orange,Defender,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
4605,Alper Ehud,Lichnewsky,1988,Ontario,Goalkeeper,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
4606,Luitpold Avra,Guyton,1981,Des,Goalkeeper,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4607,Jianlin Guanghui,Rudstrom,1979,Des,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
4608,Pierangela Sudha,Tulley,1986,Greensboro,Goalkeeper,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
4609,Yadran Mechthild,Rayne,1983,South,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
4610,Mieke Yoshikane,Roussille,1985,Abidjan,Midfield,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
4611,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
4612,Gesine Tilmann,Cagman,1996,Corpus,Defender,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
4613,Vishwani Konrad,Dingle,1983,Casper,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
4614,Vishwani Konrad,Dingle,1983,Casper,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
4615,Andres Yahya,Wolin,1980,Istanbul,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
4616,Toshiro Ryouichi,Nekvinda,1976,Great,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
4617,Yasubumi Friedemann,Nobauer,1984,Louisville,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
4618,Pitro Melek,Poulin,1975,Buffalo,Midfield,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
4619,Farzan Jakob,Onaga,1988,Huntington,Midfield,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4620,Gina Kenta,Besancenot,1976,Mobile,Forward,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4621,Jeroen Yiyun,Henriksson,1981,Tri,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
4622,Joe Myung,Coppola,1975,Ciudad,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
4623,Nasreddine Dongseung,Zallocco,1995,Leon,Midfield,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
4624,Sarangan Sreerama,Borgelt,1994,Baltimore,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4625,Djimitri Gabriela,Miike,1990,Nashville,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
4626,Jianlin Guanghui,Rudstrom,1979,Des,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
4627,Yoonjoon Eila,Yannakoudakis,1996,Shannon,Midfield,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
4628,Ernest Chiemi,Broch,1989,Birmingham,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
4629,Oryal Tohru,Mikelsons,1997,Zihuatenejo,Forward,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
4630,Murat Luc,Kusakabe,1993,Cody,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
4631,Graham Kukhamay,McCain,1989,Barcelona,Midfield,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
4632,Yerucham Yunming,Berrebi,1990,Dallas,Defender,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
4633,Tayloe Erven,Gewali,1980,Dakar,Defender,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
4634,Yooichi Hemant,Valette,1976,Amarillo,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
4635,Errol Cetin,Fabrizio,1978,Shreveport,Goalkeeper,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4636,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
4637,Guilang Prasant,Clasen,1982,Fairbanks,Forward,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
4638,Anke Ute,Weener,1995,Kiev,Defender,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
4639,Ramakant Elgin,Schachter,1990,Sun,Midfield,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
4640,Woei Dongmo,Ogawa,1988,Aguascalientes,Defender,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
4641,Elie Mart,Otillio,1982,Zihuatenejo,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
4642,Mejar Congxiao,Farrag,1994,Sao,Midfield,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
4643,Noe Aurelie,Konikowska,1976,Jacksonville,Defender,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
4644,Kazumiti Pin,Ziavras,1980,Orange,Defender,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
4645,Hongbing Kevin,Nozaka,1977,Berlin,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Shyamala Gibbs
4646,Hichum Ashok,Leifker,1984,Monroe,Goalkeeper,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
4647,Peteris Yusuf,Maxson,1989,Tokyo,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
4648,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
4649,Yadran Mechthild,Rayne,1983,South,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
4650,Jianlin Guanghui,Rudstrom,1979,Des,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
4651,Wendie Benson,Brunk,1996,Ouagadougou,Defender,Aalborg Boldspilklub,London,Anfield,2014,Rosangela Ketz
4652,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
4653,Luitpold Avra,Guyton,1981,Des,Goalkeeper,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4654,Klaus Nicu,Strevell,1979,Roanoke,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
4655,Karan Spyridon,Heiserman,1986,Vancouver,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
4656,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
4657,Wonhee Chrysantos,Cremilleux,1981,Melbourne,Defender,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
4658,Huajun Haijo,Zajak,1982,Conakry,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
4659,Attila Adelheit,Ebbinghaus,1983,Manchester,Forward,The New Saints F.C.,London,Santiago Bernabeu Stadium,2012,Mayan Tautenhahn
4660,Huajun Haijo,Zajak,1982,Conakry,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
4661,Lundy Bharathi,Remp,1979,Elko,Forward,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
4662,Luitpold Avra,Guyton,1981,Des,Goalkeeper,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4663,Roger Kazi,Kraetzl,1990,Macon,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2011,Berardo Gerber
4664,Errol Cetin,Fabrizio,1978,Shreveport,Goalkeeper,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4665,Guardian Yongjoon,Pierro,1994,Chattanooga,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
4666,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2013,Soung Alt
4667,Lorraine Hussein,Sokolin,1993,Idaho,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
4668,Nili Reese,Kopanas,1975,Augusta,Goalkeeper,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
4669,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2013,Soung Alt
4670,Elham Roy,Kupper,1997,Toledo,Midfield,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
4671,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2013,Soung Alt
4672,Yili Junjie,Walrath,1988,Beaumont,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
4673,Asis Sinisa,Hennebert,1986,Elko,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
4674,Martii Mischa,Matyska,1978,Pasco,Forward,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
4675,Giuliano Nobuhiko,Roeseler,1994,St,Forward,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
4676,Chitresh Harlan,Babb,1991,Copenhagen,Defender,FC Nordsjelland,Moscow,Estadio da Luz,2011,Cees Gunal
4677,Magne Chihping,Jungst,1990,Durban,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
4678,Judy Brant,Prenel,1978,Worcester,Goalkeeper,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
4679,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4680,Felipe Gaetano,Nurmeev,1994,Windhoek,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
4681,Munir Sajal,Bottreau,1982,Charleston,Defender,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4682,Zengping Alissa,Touretzky,1983,Roanoke,Goalkeeper,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2014,Ahsan Kliger
4683,Ramakant Elgin,Schachter,1990,Sun,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
4684,Jim Jaak,Tchernykh,1990,Toulouse,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
4685,Osmar Norton,Gove,1975,Paris,Defender,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
4686,Graham Kukhamay,McCain,1989,Barcelona,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Vagan Smallwood
4687,Masahisa Prabhav,Blaschek,1980,Indianapolis,Midfield,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
4688,Suphachai Tsukasa,Neuwirth,1993,Nashville,Defender,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
4689,Tayloe Erven,Gewali,1980,Dakar,Defender,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
4690,Giuliano Nobuhiko,Roeseler,1994,St,Forward,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
4691,Yooichi Hemant,Valette,1976,Amarillo,Forward,Montpellier HSC,Recife,Stade Velodrome,2013,Bernando Jesus
4692,Behcet Liu,Tomii,1991,Myrtle,Forward,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
4693,Laird Capers,Aigrain,1990,Vail,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
4694,Sahrah Kimon,Muluszynski,1991,Gainesville,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
4695,Magne Chihping,Jungst,1990,Durban,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
4696,Iko Fujio,Ducasse,1985,Dothan,Defender,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
4697,Graham Kukhamay,McCain,1989,Barcelona,Midfield,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
4698,Jianghai Kiyotoshi,Kakuta,1989,Puerto,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
4699,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
4700,Ryoichi Ilan,Togni,1992,Vienna,Forward,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
4701,Otthein Naftaly,Hogan,1976,Salvador,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
4702,Osmar Norton,Gove,1975,Paris,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
4703,Chengdian Brijesh,Kavasseri,1979,Ontario,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
4704,Yasubumi Friedemann,Nobauer,1984,Louisville,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
4705,Yoshitomi Thoshiaki,Vafaie,1987,Tampa,Forward,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
4706,Renganathan Sihai,Godo,1989,Baton,Goalkeeper,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
4707,Sangjin Martin,Sezan,1985,Lisbon,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
4708,Anke Ute,Weener,1995,Kiev,Defender,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
4709,Kazumiti Pin,Ziavras,1980,Orange,Defender,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
4710,Zengping Alissa,Touretzky,1983,Roanoke,Goalkeeper,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2014,Ahsan Kliger
4711,Jeroen Yiyun,Henriksson,1981,Tri,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
4712,Slawomir Wanli,Bertsekas,1996,Valdosta,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
4713,Surjatini Joohack,Spehner,1978,New,Midfield,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
4714,Giuliano Nobuhiko,Roeseler,1994,St,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
4715,Yerucham Yunming,Berrebi,1990,Dallas,Defender,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
4716,Horace Gunnvald,Danneberg,1993,Guatemala,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
4717,Toshiro Ryouichi,Nekvinda,1976,Great,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
4718,Mazin Emeka,Milicia,1989,New,Midfield,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
4719,Corentin Luping,Gevinti,1979,Amarillo,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
4720,Basem Noemie,Ashish,1997,Windhoek,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2012,Atsuyuki Jayaprakash
4721,Abhaya Win,Senator,1978,El,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
4722,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2014,Ahsan Kliger
4723,Christopher Stamos,Munster,1993,Berlin,Defender,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
4724,Elie Mart,Otillio,1982,Zihuatenejo,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
4725,Guardian Yongjoon,Pierro,1994,Chattanooga,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
4726,Gesine Tilmann,Cagman,1996,Corpus,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
4727,Izak Monte,Mattison,1992,Budapest,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
4728,Dallas Chongkye,Timkovsky,1988,Panama,Forward,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
4729,Tatuo Bongki,Scofield,1992,Birmingham,Forward,FC Bayern Munich,Seattle,San Siro Stadium,2014,Shigetomo Abbas
4730,Karan Spyridon,Heiserman,1986,Vancouver,Goalkeeper,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
4731,Setsuo Gay,Preas,1980,South,Goalkeeper,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
4732,Bienvenido Hussein,Benaini,1992,Washington,Midfield,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
4733,Jianlin Guanghui,Rudstrom,1979,Des,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
4734,Elenora Noriyuki,Gawlick,1988,Orange,Goalkeeper,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
4735,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
4736,Guardian Yongjoon,Pierro,1994,Chattanooga,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
4737,Hongbing Kevin,Nozaka,1977,Berlin,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Shyamala Gibbs
4738,Jeroen Yiyun,Henriksson,1981,Tri,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
4739,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
4740,Boijdar Michal,Yntema,1982,Beaumont,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
4741,Gesine Tilmann,Cagman,1996,Corpus,Defender,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
4742,Guardian Yongjoon,Pierro,1994,Chattanooga,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4743,Guoren Igino,Hudelmaier,1979,Santiago,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
4744,Chase Jed,Pascual,1984,Caracas,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
4745,Farshid Zubin,Seppanen,1983,Washington,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4746,Anke Ute,Weener,1995,Kiev,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
4747,Tayloe Erven,Gewali,1980,Dakar,Defender,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
4748,Anke Ute,Weener,1995,Kiev,Defender,Juventus,Salvador,BMO Field,2012,IlYoung Giese
4749,Philip Sachio,Yoccoz,1975,Dayton,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
4750,Devina Qutaibah,Schloegel,1997,Charleston,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
4751,Omer Ponnarasu,Savaria,1976,Vancouver,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
4752,Gesine Tilmann,Cagman,1996,Corpus,Midfield,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
4753,Saydean Eiichi,Alpuente,1983,Asheville,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
4754,Nasreddine Dongseung,Zallocco,1995,Leon,Midfield,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
4755,Woei Dongmo,Ogawa,1988,Aguascalientes,Defender,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
4756,Graham Kukhamay,McCain,1989,Barcelona,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Masum Kasprzak
4757,Matthey Toshihisa,Bowhill,1983,Colorado,Defender,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
4758,Anke Ute,Weener,1995,Kiev,Defender,Juventus,Salvador,BMO Field,2012,IlYoung Giese
